"the_geom","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","category","nearest_add","on_street","from_street","to_street","side_of_st","installation_date","asset_id","asset_subtype","latitude","longitude","siteid","ntaname","femafldz","femafldt","hrcevac"
"POINT (-73.88966833769406 40.749110153650605)","4","Queens","403","25","39","13","6",,"76-10 37 Avenue","37 Avenue","76 Street","77 Street",,"2013-10-29T00:00:00.000","Color: Silver (BB1-2013-1054)","BACKED 1.0","40.74911842","-73.88966975","SEAT.2013.0472","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.87482515009891 40.87287430898727)","2","Bronx","207","11","80","33","15",,"3170 Webster Avenue","Webster Avenue","E 204 Street","E 205 Street","E","2014-03-19T00:00:00.000","Color: Silver (BB1-2014-1007)","BACKED 1.0","40.8728826","-73.87482657","SEAT.2014.0062","Norwood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.94398356565613 40.81007672269016)","1","Manhattan","110","9","70","30","13",,"369 Lenox Avenue","Lenox Avenue","W 129 Street","W 128 Street","W","2025-03-18T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.810085","-73.943985","SEAT.2024.0424","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.86027058772008 40.87568570628)","2","Bronx","212","12","83","36","15",,"901 E Gun Hill Road","Bronxwood Avenue","E Gun Hill Road","E 211 Street","E","2023-08-22T00:00:00.000","Color: Black (BL2-2023-1466)","BACKLESS 2.0","40.875694","-73.860272","SEAT.2023.0709","Williamsbridge-Olinville","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.95139442560382 40.674316983089106)","3","Brooklyn","308","36","43","20","9",,"760 Prospect Palce","Prospect Place","Rogers Avenue","Bedford Avenue","S","2014-12-30T00:00:00.000","Color: Silver (BB1-2014-1581)","BACKED 1.0","40.67432523","-73.95139585","SEAT.2014.0421","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.86725932072424 40.85671285632168)","2","Bronx","211","13","80","33","15",,"720 Pelham Parkway South","Pelham Parkway South","White Plains Road","Cruger Avenue","S","2017-03-11T00:00:00.000","Color: Silver (BL2-2017-0044)","BACKLESS 2.0","40.85672115","-73.86726073","SEAT.2017.0050","Pelham Parkway-Van Nest","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.96886344544933 40.67730882899827)","3","Brooklyn","308","35","52","20","10",,"653 Vanderbilt Avenue","Vanderbilt Avenue","Park Place","Prospect Place","E","2013-04-10T00:00:00.000","Color: Silver (BB1-2013-1639)","BACKED 1.0","40.67731708","-73.96886488","SEAT.2013.0204","Prospect Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.9557107872499 40.68070277801854)","3","Brooklyn","303","36","57","25","8",,"537 Franklin Avenue","Franklin Avenue","Fulton Street","Lefferts Place","W","2012-09-27T00:00:00.000","Color: Silver (BB1-2012-0205)","BACKED 1.0","40.68071103","-73.95571222","SEAT.2012.0137","Bedford-Stuyvesant (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.90183306122923 40.88278316611509)","2","Bronx","208","11","81","31","13",,"5740 Broadway","Broadway","W 236 Street","W 234 Street","E","2017-08-01T00:00:00.000","Color: Silver (BB1-2017-0226)","BACKED 1.0","40.88279146","-73.90183449","SEAT.2017.0197","Kingsbridge-Marble Hill","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.75312363849201 40.60447375645199)","4","Queens","414","31","31","10","5",,"17-20 Village Lane","Mott Avenue","Central Avenue","Redfern Avenue","N","2022-09-01T00:00:00.000","Color: Silver (BB2-2023-1630)","BACKED 2.0","40.604482","-73.753125","SEAT.2022.0034","Far Rockaway-Bayswater","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.82058985715041 40.69140157615542)","4","Queens","409","29","24","15","5",,"125-06 101 Avenue","101 Avenue","125 Street","126 Street","S","2016-05-19T00:00:00.000","Color: Silver (BL1-2016-1707)","BACKLESS 1.0","40.69140984","-73.82059125","SEAT.2016.0038","South Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.10798252338606 40.63033676340021)","5","Staten Island","501","49","63","23","11",,"531 Forest Avenue","Forest Avenue","Mada Avenue","Davis Avenue","N","2025-03-12T00:00:00.000","Color: Black ()","BACKED 2.0","40.630345","-74.107984","SEAT.2024.0654","West New Brighton-Silver Lake-Grymes Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.0023367445249 40.67596931077645)","3","Brooklyn","306","38","51","26","10",,"110 W 9 Street","W 9 Street","Gowanus Expressway","Henry Street","S","2015-02-19T00:00:00.000","Color: Silver (BB1-2015-1927)","BACKED 1.0","40.67597756","-74.00233819","SEAT.2015.0094","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"POINT (-73.92819658226763 40.614487759769595)","3","Brooklyn","318","46","59","21","8",,"2274 Flatbush Avenue","Fillmore Avenue","Hendrickson Street","Flatbush Avenue","S","2023-09-11T00:00:00.000","Color: Black (BL2-2023-0998)","BACKLESS 2.0","40.614496","-73.928198","SEAT.2023.0770","Marine Park-Mill Basin-Bergen Beach","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.98809856504273 40.57844376953841)","3","Brooklyn","313","47","46","23","8",,"2012 Neptune Avenue","Neptune Avenue","W 21 Street","W 20 Street","S","2017-04-07T00:00:00.000",,"UNKNOWN BENCH","40.578452","-73.9881","SEAT.2024.0209","Coney Island-Sea Gate","AE",,"1"
"POINT (-73.75377963211065 40.72473873205249)","4","Queens","413","23","33","11","3",,"212-06 Hillside Avenue","Hillside Avenue","212 Street","212 Place","S","2025-09-25T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.724747","-73.753781","SEAT.2025.0611","Queens Village","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.93011657012175 40.81334672159614)","2","Bronx","201","8","84","29","15",,"E 138 Street","E 138 Street","Grand Concourse","Grand Concourse","N","2025-05-01T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.813355","-73.930118","SEAT.2024.0303","Mott Haven-Port Morris","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.90267357462314 40.87803470768939)","2","Bronx","208","14","81","31","13",,"140 W 231 Street","W 231 Street","Albany Crescent","Bailey Avenue","S","2023-11-27T00:00:00.000","Color: Silver (BL2-2023-1166)","BACKLESS 2.0","40.878043","-73.902675","SEAT.2023.0143","Kingsbridge Heights-Van Cortlandt Village","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.84137781416975 40.78514064382392)","4","Queens","407","19","27","11","14",,"126-11 15 Avenue","15 Avenue","127 Street","15 Avenue",,"2013-04-19T00:00:00.000","Color: Silver (BB1-2013-0526)","BACKED 1.0","40.78514892","-73.84137921","SEAT.2013.0223","College Point","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.91010176173653 40.843848249493796)","2","Bronx","204","15","86","32","15",,"155 E 173 Street","E 173 Street","Morris Avenue","Selwyn Avenue","N","2014-07-14T00:00:00.000","Color: Silver (BB1-2014-1180)","BACKED 1.0","40.84385654","-73.91010319","SEAT.2014.0192","Mount Eden-Claremont (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.95291907266862 40.692669630314036)","3","Brooklyn","303","33","57","25","8",,"195 Sandford Street","Sandford Street","Willoughby Avenue","Dead End","E","2013-09-10T00:00:00.000","Color: Silver (BB1-2013-0848)","BACKED 1.0","40.69267789","-73.9529205","SEAT.2013.0397","Bedford-Stuyvesant (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.99856055174112 40.740277738375795)","1","Manhattan","104","3","75","28","12",,"110 7 Avenue","7 Avenue","W 17 Street","W 16 Street","W","2025-10-13T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.740286","-73.998562","SEAT.2025.0631","Chelsea-Hudson Yards","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.95920255966146 40.81650972180168)","1","Manhattan","109","7","70","30","13",,"628 W 125 Street","W 125 Street","Broadway","Saint Clair Place","S","2016-07-26T00:00:00.000","Color: Silver (BB2-2016-1873)","BACKED 1.0","40.816518","-73.959204","SEAT.2016.0218","Morningside Heights","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.91890658196276 40.63622220062988)","3","Brooklyn","318","45","59","19","8",,"1665 Ralph Avenue","Ralph Avenue","E 76 Street","E 77 Street","E","2015-01-13T00:00:00.000","Color: Silver (BL1-2015-1275)","BACKLESS 1.0","40.63623045","-73.918908","SEAT.2015.0034","Canarsie","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.91045439702765 40.85450467112576)","2","Bronx","205","14","86","31","13",,"70 W Burnside Avenue","Burnside Avenue","University Avenue","Harrison Avenue","S","2013-08-07T00:00:00.000","Color: Silver (BB1-2013-0776)","BACKED 1.0","40.85451296","-73.91045582","SEAT.2013.0364","University Heights (South)-Morris Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.95567157654452 40.64876893047032)","3","Brooklyn","317","40","42","21","9",,"2263 Bedford Avenue","Bedford Avenue","Snyder Avenue","Erasmus Street","E","2016-06-09T00:00:00.000","Color: Silver (BB1-2016-1774)","BACKED 1.0","40.64877718","-73.95567301","SEAT.2016.0085","East Flatbush-Erasmus","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.8948006466891 40.82223476013448)","2","Bronx","202","17","85","32","14",,"948 Tiffany Street","Tiffany Street","Westchester Avenue","E 163 Street","E","2014-09-15T00:00:00.000","Color: Silver (BB1-2014-1302)","BACKED 1.0","40.82224304","-73.89480207","SEAT.2014.0277","Longwood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.94950559792747 40.6999048209609)","3","Brooklyn","301","33","53","18","7",,"625 Flushing Avenue","Flushing Avenue","Bartlett Street","Gerry Street","N","2014-10-14T00:00:00.000","Color: Silver (BL1-2014-1200)","BACKLESS 1.0","40.69991308","-73.94950703","SEAT.2014.0292","South Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.86466535882559 40.66939696981357)","3","Brooklyn","305","42","60","19","8",,"2701 Linden Boulevard","Linden Boulevard","Eldert Lane","Lincoln Avenue","N","2018-01-19T00:00:00.000","Color: Silver (BL2-2018-0398)","BACKLESS 2.0","40.66940522","-73.86466676","SEAT.2018.0038","East New York-City Line","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.98721056526017 40.5745927702544)","3","Brooklyn","313","47","46","23","8",,"3003 W 21 Street","Surf Avenue","W 21 Street","W 20 Street","S","2020-04-10T00:00:00.000",,"WORLDS FAIR","40.574601","-73.987212","SEAT.2024.0230","Coney Island-Sea Gate","AE",,"1"
"POINT (-73.9890210353119 40.67037051276142)","3","Brooklyn","306","38","52","26","10",,"250 9 Street","9 Street","3 Avenue","4 Avenue","S","2013-01-09T00:00:00.000","Color: Silver (BL1-2013-0428)","BACKLESS 1.0","40.67037876","-73.98902248","SEAT.2013.0016","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.93430264872566 40.79563374803457)","1","Manhattan","111","8","68","29","13",,"421 E 116 Street","E 116 Street","Pleasant Avenue","1 Avenue","N","2012-10-11T00:00:00.000","Color: Silver (BB1-2012-0846)","BACKED 1.0","40.79564202","-73.93430408","SEAT.2012.0166","East Harlem (North)","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","3"
"POINT (-73.90764048585923 40.816448023711544)","2","Bronx","201","8","84","29","14",,"668 Westchester Avenue","Westchester Avenue","Westchester Avenue","Tinton Avenue","S","2015-08-06T00:00:00.000","Color: Silver (BB1-2015-1982)","BACKED 1.0","40.8164563","-73.90764191","SEAT.2015.0136","Melrose","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.97716556389531 40.66435575226613)","3","Brooklyn","306","39","44","20","10",,"145 Prospect Park W","Prospect Park W","9 Street","10 Street","W","2025-02-20T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.664364","-73.977167","SEAT.2025.0009","Park Slope","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.9470905726166 40.67568374838)","3","Brooklyn","308","36","43","20","9",,"769 Saint Marks Avenue","New York Avenue","Saint Marks Avenue","Bergen Street","E","2025-03-25T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.675692","-73.947092","SEAT.2024.0105","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.98605656588934 40.57654676933564)","3","Brooklyn","313","47","46","23","8",,"1901 Mermaid Avenue","Mermaid Avenue","W 19 Street","W 20 Street","N","2020-09-20T00:00:00.000",,"WORLDS FAIR","40.576555","-73.986058","SEAT.2024.0215","Coney Island-Sea Gate","AE",,"1"
"POINT (-73.73996863770334 40.69515573788164)","4","Queens","413","27","33","14","5",,"220-01 Linden Boulevard","Linden Boulevard","221 Street","220 Street","N","2023-01-28T00:00:00.000","Color: Silver (BB2-2023-1628)","BACKED 2.0","40.695164","-73.73997","SEAT.2023.0016","Cambria Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.99802383239638 40.59890228506292)","3","Brooklyn","311","47","47","17","11",,"2150 Bath Avenue","Bath Avenue","Bay 29 Street","Bay Parkway","S","2018-01-17T00:00:00.000","Color: Silver (BB2-2018-0697)","BACKED 2.0","40.59891052","-73.99802527","SEAT.2018.0032","Bath Beach","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.94001807040559 40.706935878867014)","3","Brooklyn","301","34","53","18","7",,"264 Bushwick Avenue","Johnson Avenue","Bushwick Avenue","Humboldt Street","N","2014-07-29T00:00:00.000","Color: Black (BL2-2023-1338)","BACKLESS 2.0","40.70694414","-73.9400195","SEAT.2014.0216","East Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.8904409899479 40.74916391841167)","4","Queens","403","25","39","13","14",,"75-07 37th Avenue","37 Avenue","75 Street","76 Street",,"2019-02-07T00:00:00.000","Color: Silver (BB2-Unkn-10)","BACKED 2.0","40.74917219","-73.8904424","SEAT.2019.0045","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.0031490104422 40.68295712917325)","3","Brooklyn","306","39","51","26","10",,"71 Carroll Street","Carroll Street","Columbia Street","Hicks Street",,"2019-06-06T00:00:00.000","Color: Silver (BB2-2019-0429)","BACKED 2.0","40.68296538","-74.00315046","SEAT.2019.0098","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.95916856090042 40.80167672465122)","1","Manhattan","110","9","70","30","13",,"258 Manhattan Avenue","Manhattan Avenue","W 110 Street","W 111 Street","E","2023-09-22T00:00:00.000","Color: Black (BL2-2023-1879)","BACKLESS 2.0","40.801685","-73.95917","SEAT.2023.0827","Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.99130593847607 40.69205090194004)","3","Brooklyn","302","33","52","26","10",,"62 Court Street","Court Street","Joralemon Street","Livingston Street","W","2012-06-19T00:00:00.000","Color: Silver (BB1-2012-0098)","BACKED 1.0","40.69205916","-73.99130738","SEAT.2012.0045","Brooklyn Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.95278127394914 40.72893586525449)","3","Brooklyn","301","33","50","59","7",,"715 Leonard Street","Leonard Street","Calyer Street","Greenpoint Avenue",,"2014-03-26T00:00:00.000","Color: Silver (BB1-2014-0579)","BACKED 1.0","40.72894413","-73.95278271","SEAT.2014.0072","Greenpoint","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.88272258386458 40.82241271811179)","2","Bronx","209","18","85","29","14",,"955 Bronx River Avenue","Bronx River Avenue","Bruckner Boulevard","Story Avenue","W","2026-03-16T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.822421","-73.882724","SEAT.2026.0040","Soundview-Bruckner-Bronx River","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.78427574118591 40.75772019115582)","4","Queens","411","19","26","16","6",,"196-30 Northern Boulevard","Northern Boulevard","Francis Lewis Boulevard","196 Street","S","2014-06-11T00:00:00.000","Color: Silver (BB1-2014-0944)","BACKED 1.0","40.75772846","-73.78427712","SEAT.2014.0140","Auburndale","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.94455610127294 40.705516666035116)","3","Brooklyn","301","34","53","18","7",,"94-98 Manhattan Avenue","Manhattan Avenue","McKibbin Street","Boerum Street","E","2013-09-12T00:00:00.000","Color: Silver (BB1-2013-0911)","BACKED 1.0","40.70552492","-73.94455753","SEAT.2013.0404","East Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.87701776033633 40.73666953435406)","4","Queens","404","25","30","12","6",,"86-15 Queens Blvd","Queens Boulevard","Broadway","55 Avenue",,"2015-02-02T00:00:00.000","Color: Silver (BB1-2015-1474)","BACKED 1.0","40.7366778","-73.87701917","SEAT.2015.0077","Elmhurst","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.9747523939208 40.7295446265738)","1","Manhattan","106","4","74","59","12",,"276 Avenue C","Avenue C","E 15 Street","E 16 Street","E","2019-04-11T00:00:00.000","Color: Silver (BL2-2019-0856)","BACKLESS 2.0","40.72955289","-73.97475383","SEAT.2019.0068","Stuyvesant Town-Peter Cooper Village","AE",,"1"
"POINT (-74.16268750797519 40.60706077010027)","5","Staten Island","502","50","63","24","11",,"1700 Richmond Avenue","Victory Boulevard","Jones Street","Richmond Avenue","S","2026-02-19T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.607069","-74.162689","SEAT.2026.0007","New Springville-Willowbrook-Bulls Head-Travis","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.88440994547534 40.7498860404793)","4","Queens","403","25","39","13","14",,"81-27 37 Avenue","82 Street","35 Avenue","37 Avenue","W","2013-09-24T00:00:00.000","Color: Silver (BL1-2013-0801)","BACKLESS 1.0","40.74989431","-73.88441136","SEAT.2013.0431","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.91223329852528 40.70379645965907)","4","Queens","405","34","38","18","7",,"599 Cypress Avenue","Cypress Avenue","Bleecker Street","Menahan Street",,"2014-11-14T00:00:00.000","Color: Silver (BB1-2014-1421)","BACKED 1.0","40.70380472","-73.91223472","SEAT.2014.0319","Ridgewood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.94328057260505 40.70144774356998)","3","Brooklyn","301","33","53","18","7",,"700 Broadway","Broadway","Whipple Street","Thorton Street","S","2025-05-07T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.701456","-73.943282","SEAT.2024.0527","South Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.8835619419166 40.74975691007511)","4","Queens","403","25","39","13","14",,"82-18 37 Avenue","37 Avenue","82 Street","83 Street",,"2014-05-12T00:00:00.000","Color: Silver (BB1-2014-0996)","BACKED 1.0","40.74976518","-73.88356335","SEAT.2014.0111","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.99607252391947 40.71588288905857)","1","Manhattan","103","1","65","27","10",,"50 Bowery","Bowery","Canal Street","Unsure","E","2017-12-28T00:00:00.000","Color: Silver (BB1-2017-0418)","BACKED 1.0","40.71589115","-73.99607397","SEAT.2017.0254","Chinatown-Two Bridges","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.00664889412786 40.72292264075209)","1","Manhattan","102","1","66","27","10",,"431 Canal Street","Canal Street","Varick Street","Hudson Street","N","2012-07-03T00:00:00.000","Color: Silver (BB1-2012-0891)","BACKED 1.0","40.7229309","-74.00665034","SEAT.2012.0061","SoHo-Little Italy-Hudson Square","AE",,"2"
"POINT (-73.98113756577305 40.61395576170363)","3","Brooklyn","311","43","47","17","9",,"6419 Bay Parkway","Bay Parkway","65 Street","64 Street","E","2025-02-05T00:00:00.000","Color: Black ()","BACKED 2.0","40.613964","-73.981139","SEAT.2024.0672","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.86684859810848 40.68316174447355)","3","Brooklyn","305","37","54","18","7",,"315 Grant Avenue","Atlantic Avenue","Eldert Lane","Grant Avenue","N","2024-08-09T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.68317","-73.86685","SEAT.2025.0752","Cypress Hills","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.87051659095778 40.839492388920476)","2","Bronx","209","13","87","33","14",,"1280 East Tremont Avenue","E Tremont Avenue","Van Nest Avenue","Rosedale Avenue","S","2018-03-06T00:00:00.000","Color: Silver (BB2-2018-0010)","BACKED 2.0","40.83950068","-73.870518","SEAT.2018.0092","Soundview-Bruckner-Bronx River","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.98232783161477 40.77899551952059)","1","Manhattan","107","6","67","47","12",,"201 W 72nd Street","W 72 Street","Broadway","West End Avenue","N","2013-12-03T00:00:00.000","Color: Silver (BB1-2013-1168)","BACKED 1.0","40.77900379","-73.98232928","SEAT.2013.0507","Upper West Side-Lincoln Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.91307657385094 40.840634715730516)","2","Bronx","204","16","84","32","15",,"1455 Grand Concourse","Grand Concourse","E 172 Street","E 171 Street","W","2023-11-30T00:00:00.000","Color: Black (BL2-2023-1021)","BACKLESS 2.0","40.840643","-73.913078","SEAT.2023.0148","Mount Eden-Claremont (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.99361956250982 40.601861765119196)","3","Brooklyn","311","43","47","17","11",,"2201 86 Street","86 Street","23 Avenue","Bay Parkway","N","2024-03-03T00:00:00.000","Color: Leaning Bar (LB-EMP2019-0036)","LEANING BAR","40.60187","-73.993621","SEAT.2024.0028","Gravesend (West)","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-74.00163855935028 40.6876462194611)","3","Brooklyn","306","39","52","26","10",,"100 Columbia Street","Columbia Street","Kane Street","Degraw Street","W","2015-05-22T00:00:00.000","Color: Silver (BB1-2015-1932)","BACKED 1.0","40.68765447","-74.00164001","SEAT.2015.0104","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"POINT (-73.97344199463588 40.596755390915476)","3","Brooklyn","315","44","45","22","8",,"288 Avenue U","McDonald Avenue","Village Road North","Avenue U","W","2013-03-06T00:00:00.000","Color: Silver (BB1-2013-0455)","BACKED 1.0","40.59676363","-73.97344343","SEAT.2013.0142","Gravesend (East)-Homecrest","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.93704337203707 40.69805865830095)","3","Brooklyn","304","34","53","18","7",,"893 Broadway","Broadway","Arion Place","Belvidere Street","N","2012-04-14T00:00:00.000","Color: Silver (BL1-2012-0013)","BACKLESS 1.0","40.69806691","-73.9370448","SEAT.2012.0012","Bushwick (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.91999347552807 40.8628030640436)","1","Manhattan","112","10","72","31","13",,"3815 10 Avenue","10 Avenue","W 204 Street","W 205 Street","E","2015-09-12T00:00:00.000","Color: Silver (BB1-2015-3112)","BACKED 1.0","40.86281135","-73.91999491","SEAT.2015.0162","Inwood","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.90098557731301 40.83798471567436)","2","Bronx","203","16","79","32","15",,"538 Claremont Parkway","Claremont Parkway","3 Avenue","Fulton Avenue","S","2025-07-28T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.837993","-73.900987","SEAT.2025.0325","Claremont Village-Claremont (East)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.94854001173657 40.64040208962003)","3","Brooklyn","317","45","42","21","9",,"1860 Nostrand Avenue","Nostrand Avenue","Avenue D","Newkirk Avenue","W","2014-11-25T00:00:00.000","Color: Silver (BL1-2014-1259)","BACKLESS 1.0","40.64041033","-73.94854144","SEAT.2014.0339","East Flatbush-Erasmus","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.88673358119019 40.85016871245853)","2","Bronx","206","15","78","32","15",,"2175 Crotona Avenue","Crotona Avenue","E 182 Street","E 181 Street","W","2025-03-21T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.850177","-73.886735","SEAT.2024.0462","Tremont","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.11218073718946 40.57183391610288)","5","Staten Island","502","50","64","24","11",,"309 New Dorp Lane","New Dorp Lane","Edison Street","Clawson Street","N","2014-06-05T00:00:00.000","Color: Silver (BB1-2014-1178)","BACKED 1.0","40.57184214","-74.11218221","SEAT.2014.0131","New Dorp-Midland Beach","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.91012116391796 40.669836265901765)","3","Brooklyn","316","41","55","25","8",,"1707 Pitkin Avenue","Pitkin Avenue","Rockaway Avenue","Thatford Avenue","N","2013-02-21T00:00:00.000","Color: Silver (BB1-2013-0475)","BACKED 1.0","40.66984452","-73.91012258","SEAT.2013.0126","Brownsville","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.9012685781873 40.832675716442104)","2","Bronx","203","16","79","32","15",,"1341 Franklin Avenue","Franklin Avenue","E 170 Street","E 169 Street","W","2025-06-10T00:00:00.000","Color: Black ()","BACKED 2.0","40.832684","-73.90127","SEAT.2025.0053","Morrisania","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.96939512843198 40.790474283969026)","1","Manhattan","107","7","69","47","12",,"660 Columbus Avenue","Columbus Avenue","W 92 Street","W 93 Street","W","2018-04-30T00:00:00.000","Color: Silver (BB2-2018-0512)","BACKED 2.0","40.79048256","-73.96939657","SEAT.2018.0107","Upper West Side (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.97767655594883 40.779131730044114)","1","Manhattan","107","6","67","47","12",,"306 Columbus Avenue","Columbus Avenue","W 75 Street","W 74 Street","W","2024-01-27T00:00:00.000","Color: Black (BL2-2023-1204)","BACKLESS 2.0","40.77914","-73.977678","SEAT.2024.0006","Upper West Side (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.93864337310094 40.84131737048338)","1","Manhattan","112","10","72","31","13",,"560 W 169 Street","W 169 Street","St Nicholas Avenue","Audubon Avenue","S","2016-05-24T00:00:00.000","Color: Silver (BB1-2016-1924)","BACKED 1.0","40.84132565","-73.93864481","SEAT.2016.0052","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.87154731022373 40.68131989785222)","3","Brooklyn","305","37","54","19","7",,"310 Crescent Street","Crescent Street","Atlantic Avenue","Glen Street","W","2016-08-01T00:00:00.000","Color: Silver (BL1-2016-1934)","BACKLESS 1.0","40.68132815","-73.87154871","SEAT.2016.0136","Cypress Hills","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.93313804429881 40.79525560673776)","1","Manhattan","111","8","68","29","13",,"455 E 116 Street","Pleasant Avenue","E 117 Street","E 116 Street","W","2012-10-11T00:00:00.000","Color: Silver (BB1-2012-0246)","BACKED 1.0","40.79526388","-73.93313947","SEAT.2012.0171","East Harlem (North)","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","3"
